acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,7,MobileNet_Original + MobileNet_RecPlot
38/46,0.8260869565217391,0.8174603174603174,0.8181818181818181,0.8181818181818181,7,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,7,MobileNet_Original + EffNet_RecPlot
40/46,0.8695652173913043,0.8654970760233918,0.8636363636363636,0.8636363636363636,7,MobileNet_RecPlot + EffNet_Original
40/46,0.8695652173913043,0.8693181818181819,0.8731060606060606,0.8731060606060606,7,MobileNet_RecPlot + EffNet_RecPlot
42/46,0.9130434782608695,0.9115384615384616,0.9090909090909092,0.9090909090909092,7,EffNet_Original + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,7,MobileNet_Original + MobileNet_Original
42/46,0.9130434782608695,0.9130434782608695,0.9147727272727273,0.9147727272727273,7,MobileNet_RecPlot + MobileNet_RecPlot
34/46,0.7391304347826086,0.7125,0.7272727272727273,0.7272727272727273,7,EffNet_Original + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,7,EffNet_RecPlot + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,12,MobileNet_Original + MobileNet_RecPlot
36/46,0.782608695652174,0.7718253968253967,0.7746212121212122,0.7746212121212122,12,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,12,MobileNet_Original + EffNet_RecPlot
38/46,0.8260869565217391,0.8174603174603174,0.8181818181818181,0.8181818181818181,12,MobileNet_RecPlot + EffNet_Original
40/46,0.8695652173913043,0.8695652173913043,0.8712121212121212,0.8712121212121212,12,MobileNet_RecPlot + EffNet_RecPlot
38/46,0.8260869565217391,0.8174603174603174,0.8181818181818181,0.8181818181818181,12,EffNet_Original + EffNet_RecPlot
41/46,0.8913043478260869,0.8900047824007652,0.8882575757575758,0.8882575757575758,12,MobileNet_Original + MobileNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,12,MobileNet_RecPlot + MobileNet_RecPlot
33/46,0.717391304347826,0.6928608115048793,0.7064393939393939,0.7064393939393939,12,EffNet_Original + EffNet_Original
