dataset,seed,branch,sample,categoria,confianca,margem,acertou,complexidade_heatmap,ssim_vs_grupo_confiante,ensemble_salvaria
pulmao,7,mobilenet_orig,6,acerto_confiante,0.9998317956924438,0.9997238597352407,True,0.5800416753182639,,False
pulmao,7,mobilenet_orig,5,acerto_confiante,0.99970942735672,0.9995034301100532,True,0.5820197236541318,,False
pulmao,7,mobilenet_orig,19,acerto_confiante,0.999171018600464,0.9986012831795962,True,0.5487259684775929,,False
pulmao,7,mobilenet_orig,37,acerto_confiante,0.9982699155807496,0.9969850231427702,True,0.570777048755227,,False
pulmao,7,mobilenet_orig,14,acerto_confiante,0.997645914554596,0.9964024146320298,True,0.5519535503116223,,False
pulmao,7,mobilenet_orig,20,acerto_confiante,0.9973400831222534,0.9958973296452314,True,0.6098254287070093,,False
pulmao,7,mobilenet_orig,36,acerto_confiante,0.9968786835670472,0.9947281952481718,True,0.5625301753768485,,False
pulmao,7,mobilenet_orig,40,acerto_confiante,0.9940892457962036,0.9897686927579344,True,0.5840182901981203,,False
pulmao,7,mobilenet_orig,3,erro_confiante,0.7847478985786438,0.5822452157735825,False,0.57127309209315,0.37939910671445876,True
pulmao,7,mobilenet_orig,15,erro_confiante,0.7793463468551636,0.5758251845836639,False,0.6070652061997629,0.4766376042651853,False
pulmao,7,mobilenet_orig,51,erro_confiante,0.604340136051178,0.36892226338386536,False,0.6081686488433662,0.5533303549345369,True
pulmao,7,mobilenet_orig,7,erro_confiante,0.5716784000396729,0.25477501749992376,False,0.6118568435519265,0.4790360625148508,True
pulmao,7,mobilenet_recplot,8,fronteira,0.3648782968521118,0.0007735490798950195,True,0.5462717325923977,0.5276741639970443,False
pulmao,7,mobilenet_recplot,52,fronteira,0.4977204203605652,0.06334084272384649,False,0.5669576499018445,0.596515483884202,True
pulmao,7,mobilenet_recplot,58,fronteira,0.4286209642887115,0.01245537400245661,True,0.5902607268389585,0.611404868944767,False
pulmao,7,mobilenet_recplot,31,acerto_confiante,0.990924835205078,0.9853392136283218,True,0.6743173248201219,,False
pulmao,7,mobilenet_recplot,37,acerto_confiante,0.987546980381012,0.97898861579597,True,0.7516221057724316,,False
pulmao,7,mobilenet_recplot,5,acerto_confiante,0.9866663813591005,0.9766851644963027,True,0.6713695602621338,,False
pulmao,7,mobilenet_recplot,4,acerto_confiante,0.9862754940986632,0.9764719456434249,True,0.6351383245541314,,False
pulmao,7,mobilenet_recplot,20,acerto_confiante,0.9811448454856871,0.968578572385013,True,0.5652315063755113,,False
pulmao,7,mobilenet_recplot,44,acerto_confiante,0.9810566306114196,0.9698903895914553,True,0.5478299986994956,,False
pulmao,7,mobilenet_recplot,43,acerto_confiante,0.9786282777786256,0.960680738091469,True,0.6433163200940435,,False
pulmao,7,mobilenet_recplot,35,acerto_confiante,0.9731616973876952,0.9515748117119073,True,0.6179656331699097,,False
pulmao,7,mobilenet_recplot,49,erro_confiante,0.9379106760025024,0.9027084782719612,False,0.5652082143204148,0.5900121663766572,False
pulmao,7,mobilenet_recplot,7,erro_confiante,0.9220787882804872,0.8620027862489225,False,0.6059926442512269,0.7214197989848046,True
pulmao,7,mobilenet_recplot,41,erro_confiante,0.9190101623535156,0.8608121350407602,False,0.5822521960888353,0.4154492083723355,True
pulmao,7,mobilenet_recplot,11,erro_confiante,0.8833023309707642,0.7805991247296333,False,0.6526687632351635,0.698761376893957,True
pulmao,7,mobilenet_recplot,36,erro_confiante,0.8425481915473938,0.7267604097723961,False,0.611929050376718,0.6903159352260276,True
pulmao,7,mobilenet_recplot,2,erro_confiante,0.8110887408256531,0.6470882743597031,False,0.6428631978896359,0.6525150803837308,True
pulmao,7,mobilenet_recplot,14,erro_confiante,0.738616406917572,0.5244878530502319,False,0.636333492312364,0.6252115076126025,True
pulmao,7,mobilenet_recplot,57,erro_confiante,0.7241314649581909,0.5242412835359574,False,0.6292654718639158,0.6900191277099349,True
pulmao,7,effnet_orig,0,fronteira,0.516957700252533,0.09857973456382757,True,0.517937297300565,0.2545902494343653,False
pulmao,7,effnet_orig,3,fronteira,0.5033006072044373,0.08506938815116888,False,0.535222148722317,0.26276479718205425,True
pulmao,7,effnet_orig,8,fronteira,0.3637940287590027,0.0162173211574555,True,0.5546201811325915,0.24861225958681082,False
pulmao,7,effnet_orig,24,fronteira,0.5292389988899231,0.06198427081108099,True,0.515319910880479,0.26285927571692963,False
pulmao,7,effnet_orig,35,fronteira,0.517815113067627,0.04143965244293213,True,0.5350513376158139,0.2867001604357679,False
pulmao,7,effnet_orig,19,acerto_confiante,0.9998997449874878,0.9998477173430729,True,0.5570870973206128,,False
pulmao,7,effnet_orig,36,acerto_confiante,0.9997522234916688,0.9995859345945065,True,0.5230255285983738,,False
pulmao,7,effnet_orig,42,acerto_confiante,0.9997404217720032,0.9996083200530848,True,0.5384323989859584,,False
pulmao,7,effnet_orig,39,acerto_confiante,0.9996256828308104,0.999403234294732,True,0.5855999989949316,,False
pulmao,7,effnet_orig,29,acerto_confiante,0.999333918094635,0.9987314926693216,True,0.5513303108594704,,False
pulmao,7,effnet_orig,41,acerto_confiante,0.9992588758468628,0.998833825608017,True,0.5510413710080643,,False
pulmao,7,effnet_orig,40,acerto_confiante,0.9989868998527528,0.9984145808266477,True,0.5396148996105942,,False
pulmao,7,effnet_orig,5,acerto_confiante,0.998850643634796,0.9979463124764152,True,0.5177827033236536,,False
pulmao,7,effnet_orig,3,erro_confiante,0.5033006072044373,0.08506938815116888,False,0.535222148722317,0.26276479718205425,True
pulmao,7,effnet_recplot,8,fronteira,0.5183205604553223,0.06374770402908325,False,0.5747453039927861,0.45206908561621506,True
pulmao,7,effnet_recplot,36,fronteira,0.5006393790245056,0.0479044914245606,False,0.5956103571031096,0.1731139178292228,True
