dataset,seed,branch,sample,categoria,confianca,margem,acertou,complexidade_heatmap,ssim_vs_grupo_confiante,ensemble_salvaria
displasia,7,mobilenet_orig,34,acerto_confiante,0.9998335838317872,0.9996671566914304,True,0.3572496106918263,,False
displasia,7,mobilenet_orig,8,acerto_confiante,0.999730110168457,0.9994601974613033,True,0.473493911688403,,False
displasia,7,mobilenet_orig,26,acerto_confiante,0.9995479583740234,0.9990959069109523,True,0.5303868811826853,,False
displasia,7,mobilenet_orig,44,acerto_confiante,0.999446451663971,0.9988928641541861,True,0.49120195244752707,,False
displasia,7,mobilenet_orig,25,acerto_confiante,0.998835027217865,0.9976701078703628,True,0.3926065627986824,,False
displasia,7,mobilenet_orig,24,acerto_confiante,0.9986982941627502,0.9973966073011981,True,0.4035558739117916,,False
displasia,7,mobilenet_orig,45,acerto_confiante,0.9986751675605774,0.9973503609653563,True,0.40864182055439335,,False
displasia,7,mobilenet_orig,42,acerto_confiante,0.9982293248176576,0.9964586197165773,True,0.4665221902792068,,False
displasia,7,mobilenet_recplot,0,fronteira,0.5387073159217834,0.07741460204124456,False,0.5500535377857642,0.29477326896940326,True
displasia,7,mobilenet_recplot,16,fronteira,0.531333863735199,0.06266772747039795,False,0.5281005701956675,0.22755929854867352,True
displasia,7,mobilenet_recplot,25,fronteira,0.5421270132064819,0.08425399661064154,True,0.5107312166999117,0.3129440593104463,False
displasia,7,mobilenet_recplot,35,fronteira,0.52988600730896,0.059771955013275146,True,0.4212212632538416,0.357011834423622,False
displasia,7,mobilenet_recplot,2,acerto_confiante,0.9948561191558838,0.9897122341208161,True,0.5088239996603406,,False
displasia,7,mobilenet_recplot,20,acerto_confiante,0.9943172335624696,0.988634458743036,True,0.4571788609487256,,False
displasia,7,mobilenet_recplot,37,acerto_confiante,0.9923755526542664,0.9847511146217586,True,0.4354154560201234,,False
displasia,7,mobilenet_recplot,8,acerto_confiante,0.9917880296707152,0.9835760332643986,True,0.5085374900498487,,False
displasia,7,mobilenet_recplot,11,acerto_confiante,0.991429328918457,0.982858636416495,True,0.5096155063955706,,False
displasia,7,mobilenet_recplot,7,acerto_confiante,0.9906612038612366,0.9813224328681827,True,0.5020569035034316,,False
displasia,7,mobilenet_recplot,41,acerto_confiante,0.9905349016189576,0.9810698106884959,True,0.5237534778680002,,False
displasia,7,mobilenet_recplot,23,acerto_confiante,0.9890978932380676,0.9781957650557161,True,0.46074878849850875,,False
displasia,7,mobilenet_recplot,43,erro_confiante,0.9113133549690248,0.8226267099380494,False,0.6234037507810709,0.609298135170353,True
displasia,7,mobilenet_recplot,26,erro_confiante,0.6749541759490967,0.3499083817005158,False,0.43795415248990577,0.4013277936682441,True
displasia,7,mobilenet_recplot,10,erro_confiante,0.6304803490638733,0.2609606981277466,False,0.43351342308089313,0.24125902565777202,True
displasia,7,mobilenet_recplot,0,erro_confiante,0.5387073159217834,0.07741460204124456,False,0.5500535377857642,0.29477326896940326,True
displasia,7,mobilenet_recplot,16,erro_confiante,0.531333863735199,0.06266772747039795,False,0.5281005701956675,0.22755929854867352,True
displasia,7,effnet_orig,21,fronteira,0.5214422345161438,0.042884498834609985,False,0.3737644608814442,0.5172174169414998,True
displasia,7,effnet_orig,26,acerto_confiante,0.9998794198036194,0.9997588499754784,True,0.03724316501108383,,False
displasia,7,effnet_orig,24,acerto_confiante,0.99969744682312,0.999394839425804,True,0.1312322943088095,,False
displasia,7,effnet_orig,23,acerto_confiante,0.9995335340499878,0.9990670304978267,True,0.0430381972434602,,False
displasia,7,effnet_orig,32,acerto_confiante,0.9991946816444396,0.9983893346507102,True,0.084498558063025,,False
displasia,7,effnet_orig,22,acerto_confiante,0.9989811778068542,0.9979623424587771,True,0.04512962412448315,,False
displasia,7,effnet_orig,36,acerto_confiante,0.998835027217865,0.9976701034465805,True,0.04737870581128049,,False
displasia,7,effnet_orig,39,acerto_confiante,0.9982889890670776,0.9965779830235988,True,0.2660792170040742,,False
displasia,7,effnet_orig,44,acerto_confiante,0.9974265098571776,0.9948530164547265,True,0.26235401496765726,,False
displasia,7,effnet_orig,7,erro_confiante,0.7871268391609192,0.574253648519516,False,0.137203661730166,0.48142215148168416,True
displasia,7,effnet_orig,14,erro_confiante,0.6846829652786255,0.3693658709526062,False,0.05663247889987858,0.4395578168202191,True
displasia,7,effnet_orig,20,erro_confiante,0.6298729181289673,0.25974583625793457,False,0.12896407555840428,0.4244828378673062,True
displasia,7,effnet_orig,11,erro_confiante,0.623230516910553,0.2464610636234284,False,0.23559839355032242,0.47842898153426844,True
displasia,7,effnet_orig,21,erro_confiante,0.5214422345161438,0.042884498834609985,False,0.3737644608814442,0.5172174169414998,True
displasia,7,effnet_recplot,27,acerto_confiante,0.9994149208068848,0.9988297830568627,True,0.134032889006954,,False
displasia,7,effnet_recplot,23,acerto_confiante,0.999350368976593,0.9987007401068695,True,0.2686946107416418,,False
