acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
46/46,1.0,1.0,1.0,1.0,7,MobileNet_Original + MobileNet_RecPlot
46/46,1.0,1.0,1.0,1.0,7,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,7,MobileNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,7,MobileNet_RecPlot + EffNet_Original
40/46,0.8695652173913043,0.8693181818181819,0.8731060606060606,0.8731060606060606,7,MobileNet_RecPlot + EffNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,7,EffNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,7,MobileNet_Original + MobileNet_Original
41/46,0.8913043478260869,0.8908400569530137,0.8901515151515151,0.8901515151515151,7,MobileNet_RecPlot + MobileNet_RecPlot
41/46,0.8913043478260869,0.8887276245766812,0.8863636363636364,0.8863636363636364,7,EffNet_Original + EffNet_Original
39/46,0.8478260869565217,0.8477541371158392,0.8503787878787878,0.8503787878787878,7,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,12,MobileNet_Original + MobileNet_RecPlot
41/46,0.8913043478260869,0.8887276245766812,0.8863636363636364,0.8863636363636364,12,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,12,MobileNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,12,MobileNet_RecPlot + EffNet_Original
43/46,0.9347826086956522,0.9347517730496454,0.9356060606060606,0.9356060606060606,12,MobileNet_RecPlot + EffNet_RecPlot
43/46,0.9347826086956522,0.9340028694404592,0.9318181818181819,0.9318181818181819,12,EffNet_Original + EffNet_RecPlot
41/46,0.8913043478260869,0.8900047824007652,0.8882575757575758,0.8882575757575758,12,MobileNet_Original + MobileNet_Original
43/46,0.9347826086956522,0.9347517730496454,0.9356060606060606,0.9356060606060606,12,MobileNet_RecPlot + MobileNet_RecPlot
38/46,0.8260869565217391,0.8174603174603174,0.8181818181818181,0.8181818181818181,12,EffNet_Original + EffNet_Original
41/46,0.8913043478260869,0.8900047824007652,0.8882575757575758,0.8882575757575758,12,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,42,MobileNet_Original + MobileNet_RecPlot
42/46,0.9130434782608695,0.9123809523809524,0.9109848484848485,0.9109848484848485,42,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,42,MobileNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,42,MobileNet_RecPlot + EffNet_Original
42/46,0.9130434782608695,0.9130434782608695,0.9147727272727273,0.9147727272727273,42,MobileNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,42,EffNet_Original + EffNet_RecPlot
44/46,0.9565217391304348,0.956439393939394,0.956439393939394,0.956439393939394,42,MobileNet_Original + MobileNet_Original
40/46,0.8695652173913043,0.8693181818181819,0.8731060606060606,0.8731060606060606,42,MobileNet_RecPlot + MobileNet_RecPlot
38/46,0.8260869565217391,0.8174603174603174,0.8181818181818181,0.8181818181818181,42,EffNet_Original + EffNet_Original
42/46,0.9130434782608695,0.9130434782608695,0.9147727272727273,0.9147727272727273,42,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,65,MobileNet_Original + MobileNet_RecPlot
46/46,1.0,1.0,1.0,1.0,65,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,65,MobileNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,65,MobileNet_RecPlot + EffNet_Original
39/46,0.8478260869565217,0.8471760797342193,0.8465909090909092,0.8465909090909092,65,MobileNet_RecPlot + EffNet_RecPlot
43/46,0.9347826086956522,0.9340028694404592,0.9318181818181819,0.9318181818181819,65,EffNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,65,MobileNet_Original + MobileNet_Original
43/46,0.9347826086956522,0.9347517730496454,0.9356060606060606,0.9356060606060606,65,MobileNet_RecPlot + MobileNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,65,EffNet_Original + EffNet_Original
36/46,0.782608695652174,0.780952380952381,0.7803030303030303,0.7803030303030303,65,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,87,MobileNet_Original + MobileNet_RecPlot
46/46,1.0,1.0,1.0,1.0,87,MobileNet_Original + EffNet_Original
45/46,0.9782608695652174,0.9782505910165484,0.9791666666666667,0.9791666666666667,87,MobileNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,87,MobileNet_RecPlot + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.8920454545454546,0.8920454545454546,87,MobileNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,87,EffNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,87,MobileNet_Original + MobileNet_Original
40/46,0.8695652173913043,0.8673076923076923,0.865530303030303,0.865530303030303,87,MobileNet_RecPlot + MobileNet_RecPlot
45/46,0.9782608695652174,0.9782505910165484,0.9791666666666667,0.9791666666666667,87,EffNet_Original + EffNet_Original
38/46,0.8260869565217391,0.8257575757575758,0.8257575757575758,0.8257575757575758,87,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,93,MobileNet_Original + MobileNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,93,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,93,MobileNet_Original + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,93,MobileNet_RecPlot + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,93,MobileNet_RecPlot + EffNet_RecPlot
43/46,0.9347826086956522,0.9345040341718083,0.9337121212121212,0.9337121212121212,93,EffNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,93,MobileNet_Original + MobileNet_Original
43/46,0.9347826086956522,0.9347517730496454,0.9375,0.9375,93,MobileNet_RecPlot + MobileNet_RecPlot
38/46,0.8260869565217391,0.8206627680311891,0.8200757575757576,0.8200757575757576,93,EffNet_Original + EffNet_Original
38/46,0.8260869565217391,0.8257575757575758,0.8257575757575758,0.8257575757575758,93,EffNet_RecPlot + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,107,MobileNet_Original + MobileNet_RecPlot
43/46,0.9347826086956522,0.9340028694404592,0.9318181818181819,0.9318181818181819,107,MobileNet_Original + EffNet_Original
46/46,1.0,1.0,1.0,1.0,107,MobileNet_Original + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,107,MobileNet_RecPlot + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,107,MobileNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,107,EffNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,107,MobileNet_Original + MobileNet_Original
40/46,0.8695652173913043,0.8693181818181819,0.8693181818181819,0.8693181818181819,107,MobileNet_RecPlot + MobileNet_RecPlot
40/46,0.8695652173913043,0.8654970760233918,0.8636363636363636,0.8636363636363636,107,EffNet_Original + EffNet_Original
41/46,0.8913043478260869,0.8912529550827423,0.893939393939394,0.893939393939394,107,EffNet_RecPlot + EffNet_RecPlot
45/46,0.9782608695652174,0.9782505910165484,0.9791666666666667,0.9791666666666667,121,MobileNet_Original + MobileNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,121,MobileNet_Original + EffNet_Original
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,121,MobileNet_Original + EffNet_RecPlot
46/46,1.0,1.0,1.0,1.0,121,MobileNet_RecPlot + EffNet_Original
40/46,0.8695652173913043,0.8673076923076923,0.865530303030303,0.865530303030303,121,MobileNet_RecPlot + EffNet_RecPlot
41/46,0.8913043478260869,0.8887276245766812,0.8863636363636364,0.8863636363636364,121,EffNet_Original + EffNet_RecPlot
45/46,0.9782608695652174,0.9781680113906027,0.9772727272727273,0.9772727272727273,121,MobileNet_Original + MobileNet_Original
42/46,0.9130434782608695,0.9128787878787878,0.9128787878787878,0.9128787878787878,121,MobileNet_RecPlot + MobileNet_RecPlot
44/46,0.9565217391304348,0.9561904761904761,0.9545454545454546,0.9545454545454546,121,EffNet_Original + EffNet_Original
34/46,0.7391304347826086,0.7309941520467836,0.7329545454545454,0.7329545454545454,121,EffNet_RecPlot + EffNet_RecPlot
